Pokemon,Move
ARCHALUDON,MOVE_REFLECT
ARCHALUDON,MOVE_REST
ARCHALUDON,MOVE_ROAR
ARCHALUDON,MOVE_ROCK_SLIDE
ARCHALUDON,MOVE_ROCK_SMASH
ARCHALUDON,MOVE_ROCK_TOMB
ARCHALUDON,MOVE_SCARY_FACE
ARCHALUDON,MOVE_SLASH
ARCHALUDON,MOVE_SLEEP_TALK
ARCHALUDON,MOVE_SMACK_DOWN
ARCHALUDON,MOVE_SNARL
ARCHALUDON,MOVE_SOLAR_BEAM
ARCHALUDON,MOVE_STEALTH_ROCK
ARCHALUDON,MOVE_STEEL_BEAM
ARCHALUDON,MOVE_STONE_EDGE
ARCHALUDON,MOVE_SUBSTITUTE
ARCHALUDON,MOVE_SWORDS_DANCE
ARCHALUDON,MOVE_TAKE_DOWN
ARCHALUDON,MOVE_TERA_BLAST
ARCHALUDON,MOVE_THUNDER
ARCHALUDON,MOVE_THUNDERBOLT
ARCHALUDON,MOVE_THUNDER_WAVE
ORBEETLE,MOVE_AFTER_YOU
ORBEETLE,MOVE_AGILITY
ORBEETLE,MOVE_ALLY_SWITCH
ORBEETLE,MOVE_ATTRACT
ORBEETLE,MOVE_BATON_PASS
ORBEETLE,MOVE_BODY_PRESS
ORBEETLE,MOVE_BUG_BUZZ
ORBEETLE,MOVE_CALM_MIND
ORBEETLE,MOVE_CONFUSE_RAY
ORBEETLE,MOVE_CONFUSION
ORBEETLE,MOVE_ENDURE
ORBEETLE,MOVE_ENERGY_BALL
ORBEETLE,MOVE_EXPANDING_FORCE
ORBEETLE,MOVE_FACADE
ORBEETLE,MOVE_FUTURE_SIGHT
ORBEETLE,MOVE_GIGA_DRAIN
ORBEETLE,MOVE_GIGA_IMPACT
ORBEETLE,MOVE_GUARD_SWAP
ORBEETLE,MOVE_HELPING_HAND
ORBEETLE,MOVE_HYPER_BEAM
ORBEETLE,MOVE_HYPNOSIS
ORBEETLE,MOVE_IMPRISON
ORBEETLE,MOVE_INFESTATION
ORBEETLE,MOVE_IRON_DEFENSE
ORBEETLE,MOVE_LEECH_LIFE
ORBEETLE,MOVE_LIGHT_SCREEN
ORBEETLE,MOVE_MAGIC_COAT
ORBEETLE,MOVE_MAGIC_ROOM
ORBEETLE,MOVE_MIRROR_COAT
ORBEETLE,MOVE_PAYBACK
ORBEETLE,MOVE_POWER_SWAP
ORBEETLE,MOVE_PROTECT
ORBEETLE,MOVE_PSYBEAM
ORBEETLE,MOVE_PSYCHIC
ORBEETLE,MOVE_PSYCHIC_TERRAIN
ORBEETLE,MOVE_PSYCHO_CUT
ORBEETLE,MOVE_PSYSHOCK
ORBEETLE,MOVE_RECOVER
ORBEETLE,MOVE_REFLECT
ORBEETLE,MOVE_REST
ORBEETLE,MOVE_ROUND
ORBEETLE,MOVE_SAFEGUARD
ORBEETLE,MOVE_SHADOW_BALL
ORBEETLE,MOVE_SKILL_SWAP
ORBEETLE,MOVE_SLEEP_TALK
ORBEETLE,MOVE_SNORE
ORBEETLE,MOVE_SOLAR_BEAM
ORBEETLE,MOVE_STICKY_WEB
ORBEETLE,MOVE_STORED_POWER
ORBEETLE,MOVE_STRUGGLE_BUG
ORBEETLE,MOVE_SUBSTITUTE
ORBEETLE,MOVE_SUPERSONIC
ORBEETLE,MOVE_TRICK
ORBEETLE,MOVE_TRICK_ROOM
ORBEETLE,MOVE_U_TURN
ORBEETLE,MOVE_WONDER_ROOM
ORBEETLE,MOVE_ZEN_HEADBUTT
TINKATUFF,MOVE_ASTONISH
TINKATUFF,MOVE_BABY_DOLL_EYES
TINKATUFF,MOVE_BRICK_BREAK
TINKATUFF,MOVE_BRUTAL_SWING
TINKATUFF,MOVE_COVET
TINKATUFF,MOVE_DRAINING_KISS
TINKATUFF,MOVE_ENCORE
TINKATUFF,MOVE_ENDEAVOR
TINKATUFF,MOVE_ENDURE
TINKATUFF,MOVE_FACADE
TINKATUFF,MOVE_FAIRY_WIND
TINKATUFF,MOVE_FAKE_OUT
TINKATUFF,MOVE_FAKE_TEARS
TINKATUFF,MOVE_FEINT
TINKATUFF,MOVE_FLASH_CANNON
TINKATUFF,MOVE_FLATTER
TINKATUFF,MOVE_FLING
TINKATUFF,MOVE_FOUL_PLAY
TINKATUFF,MOVE_HELPING_HAND
TINKATUFF,MOVE_ICE_HAMMER
TINKATUFF,MOVE_KNOCK_OFF
TINKATUFF,MOVE_LIGHT_SCREEN
TINKATUFF,MOVE_METAL_CLAW
TINKATUFF,MOVE_METAL_SOUND
TINKATUFF,MOVE_METRONOME
TINKATUFF,MOVE_PLAY_ROUGH
TINKATUFF,MOVE_POUNCE
TINKATUFF,MOVE_PROTECT
TINKATUFF,MOVE_QUASH
TINKATUFF,MOVE_REFLECT
TINKATUFF,MOVE_REST
TINKATUFF,MOVE_ROCK_SLIDE
TINKATUFF,MOVE_ROCK_SMASH
TINKATUFF,MOVE_ROCK_TOMB
TINKATUFF,MOVE_SKILL_SWAP
TINKATUFF,MOVE_SKITTER_SMACK
TINKATUFF,MOVE_SLAM
TINKATUFF,MOVE_SLEEP_TALK
TINKATUFF,MOVE_STEALTH_ROCK
TINKATUFF,MOVE_STEEL_BEAM
TINKATUFF,MOVE_STONE_EDGE
TINKATUFF,MOVE_SUBSTITUTE
TINKATUFF,MOVE_SWEET_KISS
TINKATUFF,MOVE_SWORDS_DANCE
TINKATUFF,MOVE_TERA_BLAST
TINKATUFF,MOVE_THIEF
TINKATUFF,MOVE_THUNDER_WAVE
SNOM,MOVE_ATTRACT
SNOM,MOVE_BUG_BITE
SNOM,MOVE_BUG_BUZZ
SNOM,MOVE_ENDURE
SNOM,MOVE_FACADE
SNOM,MOVE_FAIRY_WIND
SNOM,MOVE_ICICLE_SPEAR
SNOM,MOVE_ICY_WIND
SNOM,MOVE_LUNGE
SNOM,MOVE_MIRROR_COAT
SNOM,MOVE_POUNCE
SNOM,MOVE_POWDER_SNOW
SNOM,MOVE_PROTECT
SNOM,MOVE_REST
SNOM,MOVE_ROUND
SNOM,MOVE_SKITTER_SMACK
SNOM,MOVE_SLEEP_TALK
SNOM,MOVE_SNORE
SNOM,MOVE_STRUGGLE_BUG
SNOM,MOVE_SUBSTITUTE
SNOM,MOVE_TERA_BLAST
GASTRODON,MOVE_ACID_ARMOR
GASTRODON,MOVE_AMNESIA
GASTRODON,MOVE_ANCIENT_POWER
GASTRODON,MOVE_ATTRACT
GASTRODON,MOVE_BLIZZARD
GASTRODON,MOVE_BLOCK
GASTRODON,MOVE_BODY_SLAM
GASTRODON,MOVE_BRINE
GASTRODON,MOVE_BULLDOZE
GASTRODON,MOVE_CAPTIVATE
GASTRODON,MOVE_CHILLING_WATER
GASTRODON,MOVE_CLEAR_SMOG
GASTRODON,MOVE_CONFIDE
GASTRODON,MOVE_COUNTER
GASTRODON,MOVE_CURSE
GASTRODON,MOVE_DIG
GASTRODON,MOVE_DIVE
GASTRODON,MOVE_DOUBLE_TEAM
GASTRODON,MOVE_EARTHQUAKE
GASTRODON,MOVE_EARTH_POWER
GASTRODON,MOVE_ENDURE
GASTRODON,MOVE_FACADE
GASTRODON,MOVE_FISSURE
GASTRODON,MOVE_FLASH
GASTRODON,MOVE_FRUSTRATION
GASTRODON,MOVE_GIGA_IMPACT
GASTRODON,MOVE_HAIL
GASTRODON,MOVE_HARDEN
GASTRODON,MOVE_HEADBUTT
GASTRODON,MOVE_HELPING_HAND
GASTRODON,MOVE_HIDDEN_POWER
GASTRODON,MOVE_HYDRO_PUMP
GASTRODON,MOVE_HYPER_BEAM
GASTRODON,MOVE_ICE_BEAM
GASTRODON,MOVE_ICY_WIND
GASTRODON,MOVE_INFESTATION
GASTRODON,MOVE_LIQUIDATION
GASTRODON,MOVE_MEMENTO
GASTRODON,MOVE_MIRROR_COAT
GASTRODON,MOVE_MIST
GASTRODON,MOVE_MUDDY_WATER
GASTRODON,MOVE_MUD_BOMB
GASTRODON,MOVE_MUD_SHOT
GASTRODON,MOVE_MUD_SLAP
GASTRODON,MOVE_MUD_SPORT
GASTRODON,MOVE_NATURAL_GIFT
GASTRODON,MOVE_PAIN_SPLIT
GASTRODON,MOVE_PROTECT
GASTRODON,MOVE_RAIN_DANCE
GASTRODON,MOVE_RECOVER
GASTRODON,MOVE_REST
GASTRODON,MOVE_RETURN
GASTRODON,MOVE_ROCK_BLAST
GASTRODON,MOVE_ROCK_SLIDE
GASTRODON,MOVE_ROCK_SMASH
GASTRODON,MOVE_ROCK_TOMB
GASTRODON,MOVE_ROUND
GASTRODON,MOVE_SANDSTORM
GASTRODON,MOVE_SAND_TOMB
GASTRODON,MOVE_SCALD
GASTRODON,MOVE_SECRET_POWER
GASTRODON,MOVE_SKITTER_SMACK
GASTRODON,MOVE_SLEEP_TALK
GASTRODON,MOVE_SLUDGE
GASTRODON,MOVE_SLUDGE_BOMB
GASTRODON,MOVE_SLUDGE_WAVE
GASTRODON,MOVE_SNORE
GASTRODON,MOVE_SNOWSCAPE
GASTRODON,MOVE_SPIKES
GASTRODON,MOVE_SPIT_UP
GASTRODON,MOVE_STEALTH_ROCK
GASTRODON,MOVE_STOCKPILE
GASTRODON,MOVE_STOMPING_TANTRUM
GASTRODON,MOVE_STONE_EDGE
GASTRODON,MOVE_STRENGTH
GASTRODON,MOVE_STRING_SHOT
GASTRODON,MOVE_SUBSTITUTE
GASTRODON,MOVE_SURF
GASTRODON,MOVE_SWAGGER
GASTRODON,MOVE_SWALLOW
GASTRODON,MOVE_TACKLE
GASTRODON,MOVE_TAKE_DOWN
GASTRODON,MOVE_TERA_BLAST
GASTRODON,MOVE_TOXIC
GASTRODON,MOVE_TRUMP_CARD
GASTRODON,MOVE_WATERFALL
GASTRODON,MOVE_WATER_GUN
GASTRODON,MOVE_WATER_PULSE
GASTRODON,MOVE_WEATHER_BALL
GASTRODON,MOVE_WHIRLPOOL
GASTRODON,MOVE_YAWN
MARILL,MOVE_ALLURING_VOICE
MARILL,MOVE_AMNESIA
MARILL,MOVE_AQUA_JET
MARILL,MOVE_AQUA_RING
MARILL,MOVE_AQUA_TAIL
MARILL,MOVE_ATTRACT
MARILL,MOVE_BELLY_DRUM
MARILL,MOVE_BLIZZARD
MARILL,MOVE_BODY_SLAM
MARILL,MOVE_BOUNCE
MARILL,MOVE_BRICK_BREAK
MARILL,MOVE_BRUTAL_SWING
MARILL,MOVE_BUBBLE
MARILL,MOVE_BUBBLE_BEAM
MARILL,MOVE_BULLDOZE
MARILL,MOVE_CAMOUFLAGE
MARILL,MOVE_CAPTIVATE
MARILL,MOVE_CHARM
MARILL,MOVE_CHILLING_WATER
MARILL,MOVE_CONFIDE
MARILL,MOVE_COPYCAT
MARILL,MOVE_COVET
MARILL,MOVE_CURSE
MARILL,MOVE_DEFENSE_CURL
MARILL,MOVE_DIG
MARILL,MOVE_DISARMING_VOICE
MARILL,MOVE_DIVE
MARILL,MOVE_DOUBLE_EDGE
MARILL,MOVE_DOUBLE_TEAM
MARILL,MOVE_DRAINING_KISS
MARILL,MOVE_DYNAMIC_PUNCH
MARILL,MOVE_ENCORE
MARILL,MOVE_ENDURE
MARILL,MOVE_FACADE
MARILL,MOVE_FAKE_TEARS
MARILL,MOVE_FLING
MARILL,MOVE_FOCUS_PUNCH
MARILL,MOVE_FORESIGHT
MARILL,MOVE_FRUSTRATION
MARILL,MOVE_FUTURE_SIGHT
MARILL,MOVE_GRASS_KNOT
MARILL,MOVE_HAIL
MARILL,MOVE_HEADBUTT
MARILL,MOVE_HELPING_HAND
MARILL,MOVE_HIDDEN_POWER
MARILL,MOVE_HYDRO_PUMP
MARILL,MOVE_HYPER_VOICE
MARILL,MOVE_ICE_BEAM
MARILL,MOVE_ICE_PUNCH
MARILL,MOVE_ICE_SPINNER
MARILL,MOVE_ICY_WIND
MARILL,MOVE_IRON_TAIL
MARILL,MOVE_KNOCK_OFF
MARILL,MOVE_LIGHT_SCREEN
MARILL,MOVE_LIQUIDATION
MARILL,MOVE_MEGA_KICK
MARILL,MOVE_MEGA_PUNCH
MARILL,MOVE_METRONOME
MARILL,MOVE_MIMIC
MARILL,MOVE_MISTY_EXPLOSION
MARILL,MOVE_MISTY_TERRAIN
MARILL,MOVE_MUDDY_WATER
MARILL,MOVE_MUD_SHOT
MARILL,MOVE_MUD_SLAP
MARILL,MOVE_NATURAL_GIFT
MARILL,MOVE_PERISH_SONG
MARILL,MOVE_PLAY_ROUGH
MARILL,MOVE_POWER_UP_PUNCH
MARILL,MOVE_PRESENT
MARILL,MOVE_PROTECT
MARILL,MOVE_RAIN_DANCE
MARILL,MOVE_REFRESH
MARILL,MOVE_REST
MARILL,MOVE_RETURN
MARILL,MOVE_ROCK_SMASH
MARILL,MOVE_ROLLOUT
MARILL,MOVE_ROUND
MARILL,MOVE_SCALD
MARILL,MOVE_SECRET_POWER
MARILL,MOVE_SEISMIC_TOSS
MARILL,MOVE_SING
MARILL,MOVE_SLAM
MARILL,MOVE_SLEEP_TALK
MARILL,MOVE_SNORE
MARILL,MOVE_SNOWSCAPE
MARILL,MOVE_SOAK
MARILL,MOVE_SPLASH
MARILL,MOVE_STEEL_ROLLER
MARILL,MOVE_STRENGTH
MARILL,MOVE_SUBSTITUTE
MARILL,MOVE_SUPERPOWER
MARILL,MOVE_SUPERSONIC
MARILL,MOVE_SURF
MARILL,MOVE_SWAGGER
MARILL,MOVE_SWIFT
MARILL,MOVE_TACKLE
MARILL,MOVE_TAIL_WHIP
MARILL,MOVE_TAKE_DOWN
MARILL,MOVE_TERA_BLAST
MARILL,MOVE_TICKLE
MARILL,MOVE_TOXIC
MARILL,MOVE_TRAILBLAZE
MARILL,MOVE_UPROAR
MARILL,MOVE_WATERFALL
MARILL,MOVE_WATER_GUN
MARILL,MOVE_WATER_PULSE
MARILL,MOVE_WATER_SPORT
MARILL,MOVE_WHIRLPOOL
MARILL,MOVE_WORK_UP
CACTURNE,MOVE_ABSORB
CACTURNE,MOVE_ACID
CACTURNE,MOVE_ASSURANCE
CACTURNE,MOVE_ATTRACT
CACTURNE,MOVE_BELCH
CACTURNE,MOVE_BLOCK
CACTURNE,MOVE_BODY_SLAM
CACTURNE,MOVE_BRICK_BREAK
CACTURNE,MOVE_BULLDOZE
CACTURNE,MOVE_BULLET_SEED
CACTURNE,MOVE_CAPTIVATE
CACTURNE,MOVE_CONFIDE
CACTURNE,MOVE_COTTON_SPORE
CACTURNE,MOVE_COUNTER
CACTURNE,MOVE_CURSE
CACTURNE,MOVE_CUT
CACTURNE,MOVE_DARK_PULSE
CACTURNE,MOVE_DESTINY_BOND
CACTURNE,MOVE_DIG
CACTURNE,MOVE_DISABLE
CACTURNE,MOVE_DOUBLE_EDGE
CACTURNE,MOVE_DOUBLE_TEAM
CACTURNE,MOVE_DRAIN_PUNCH
CACTURNE,MOVE_DYNAMIC_PUNCH
CACTURNE,MOVE_EMBARGO
CACTURNE,MOVE_ENCORE
CACTURNE,MOVE_ENDEAVOR
CACTURNE,MOVE_ENDURE
CACTURNE,MOVE_ENERGY_BALL
CACTURNE,MOVE_FACADE
CACTURNE,MOVE_FAINT_ATTACK
CACTURNE,MOVE_FELL_STINGER
CACTURNE,MOVE_FLASH
CACTURNE,MOVE_FLING
CACTURNE,MOVE_FOCUS_BLAST
CACTURNE,MOVE_FOCUS_PUNCH
CACTURNE,MOVE_FOUL_PLAY
CACTURNE,MOVE_FRUSTRATION
CACTURNE,MOVE_FURY_CUTTER
CACTURNE,MOVE_GIGA_DRAIN
CACTURNE,MOVE_GIGA_IMPACT
CACTURNE,MOVE_GRASSY_GLIDE
CACTURNE,MOVE_GRASSY_TERRAIN
CACTURNE,MOVE_GRASS_KNOT
CACTURNE,MOVE_GRASS_WHISTLE
CACTURNE,MOVE_GROWTH
CACTURNE,MOVE_HEADBUTT
CACTURNE,MOVE_HELPING_HAND
CACTURNE,MOVE_HIDDEN_POWER
CACTURNE,MOVE_HYPER_BEAM
CACTURNE,MOVE_INGRAIN
CACTURNE,MOVE_KNOCK_OFF
CACTURNE,MOVE_LASH_OUT
CACTURNE,MOVE_LEAF_STORM
CACTURNE,MOVE_LEECH_SEED
CACTURNE,MOVE_LEER
CACTURNE,MOVE_LOW_KICK
CACTURNE,MOVE_LUNGE
CACTURNE,MOVE_MAGICAL_LEAF
CACTURNE,MOVE_MEGA_KICK
CACTURNE,MOVE_MEGA_PUNCH
CACTURNE,MOVE_MIMIC
CACTURNE,MOVE_MUD_SLAP
CACTURNE,MOVE_NASTY_PLOT
CACTURNE,MOVE_NATURAL_GIFT
CACTURNE,MOVE_NATURE_POWER
CACTURNE,MOVE_NEEDLE_ARM
CACTURNE,MOVE_PAYBACK
CACTURNE,MOVE_PIN_MISSILE
CACTURNE,MOVE_POISON_JAB
CACTURNE,MOVE_POISON_STING
CACTURNE,MOVE_POWER_TRIP
CACTURNE,MOVE_POWER_UP_PUNCH
CACTURNE,MOVE_PROTECT
CACTURNE,MOVE_RAIN_DANCE
CACTURNE,MOVE_REST
CACTURNE,MOVE_RETALIATE
CACTURNE,MOVE_RETURN
CACTURNE,MOVE_REVENGE
CACTURNE,MOVE_ROLE_PLAY
CACTURNE,MOVE_ROTOTILLER
CACTURNE,MOVE_ROUND
CACTURNE,MOVE_SANDSTORM
CACTURNE,MOVE_SAND_ATTACK
CACTURNE,MOVE_SCARY_FACE
CACTURNE,MOVE_SECRET_POWER
CACTURNE,MOVE_SEED_BOMB
CACTURNE,MOVE_SEISMIC_TOSS
CACTURNE,MOVE_SHADOW_BALL
CACTURNE,MOVE_SKITTER_SMACK
CACTURNE,MOVE_SLEEP_TALK
CACTURNE,MOVE_SMELLING_SALTS
CACTURNE,MOVE_SNORE
CACTURNE,MOVE_SOLAR_BEAM
CACTURNE,MOVE_SPIKES
CACTURNE,MOVE_SPIKY_SHIELD
CACTURNE,MOVE_SPITE
CACTURNE,MOVE_STOMPING_TANTRUM
CACTURNE,MOVE_STRENGTH
CACTURNE,MOVE_SUBSTITUTE
CACTURNE,MOVE_SUCKER_PUNCH
CACTURNE,MOVE_SUNNY_DAY
CACTURNE,MOVE_SUPERPOWER
CACTURNE,MOVE_SWAGGER
CACTURNE,MOVE_SWIFT
CACTURNE,MOVE_SWITCHEROO
CACTURNE,MOVE_SWORDS_DANCE
CACTURNE,MOVE_SYNTHESIS
CACTURNE,MOVE_TAKE_DOWN
CACTURNE,MOVE_TAUNT
CACTURNE,MOVE_TEETER_DANCE
CACTURNE,MOVE_TERA_BLAST
CACTURNE,MOVE_THIEF
CACTURNE,MOVE_THROAT_CHOP
CACTURNE,MOVE_THUNDER_PUNCH
CACTURNE,MOVE_TOXIC
CACTURNE,MOVE_TOXIC_SPIKES
CACTURNE,MOVE_TRAILBLAZE
CACTURNE,MOVE_VENOSHOCK
CACTURNE,MOVE_WORRY_SEED
CACTURNE,MOVE_ZEN_HEADBUTT
DARUMAKA_GALAR,MOVE_ATTRACT
DARUMAKA_GALAR,MOVE_AVALANCHE
DARUMAKA_GALAR,MOVE_BELLY_DRUM
DARUMAKA_GALAR,MOVE_BITE
DARUMAKA_GALAR,MOVE_BLIZZARD
DARUMAKA_GALAR,MOVE_BRICK_BREAK
DARUMAKA_GALAR,MOVE_DIG
DARUMAKA_GALAR,MOVE_ENCORE
DARUMAKA_GALAR,MOVE_ENDURE
DARUMAKA_GALAR,MOVE_FACADE
DARUMAKA_GALAR,MOVE_FIRE_BLAST
DARUMAKA_GALAR,MOVE_FIRE_FANG
DARUMAKA_GALAR,MOVE_FIRE_PUNCH
DARUMAKA_GALAR,MOVE_FIRE_SPIN
DARUMAKA_GALAR,MOVE_FLAMETHROWER
DARUMAKA_GALAR,MOVE_FLAME_WHEEL
DARUMAKA_GALAR,MOVE_FLARE_BLITZ
DARUMAKA_GALAR,MOVE_FLING
DARUMAKA_GALAR,MOVE_FOCUS_ENERGY
DARUMAKA_GALAR,MOVE_FOCUS_PUNCH
DARUMAKA_GALAR,MOVE_FREEZE_DRY
DARUMAKA_GALAR,MOVE_GRASS_KNOT
DARUMAKA_GALAR,MOVE_GYRO_BALL
DARUMAKA_GALAR,MOVE_HAMMER_ARM
DARUMAKA_GALAR,MOVE_HEADBUTT
DARUMAKA_GALAR,MOVE_HEAT_WAVE
DARUMAKA_GALAR,MOVE_ICE_BEAM
DARUMAKA_GALAR,MOVE_ICE_FANG
DARUMAKA_GALAR,MOVE_ICE_PUNCH
DARUMAKA_GALAR,MOVE_INCINERATE
DARUMAKA_GALAR,MOVE_MEGA_KICK
DARUMAKA_GALAR,MOVE_MEGA_PUNCH
DARUMAKA_GALAR,MOVE_OVERHEAT
DARUMAKA_GALAR,MOVE_POWDER_SNOW
DARUMAKA_GALAR,MOVE_POWER_UP_PUNCH
DARUMAKA_GALAR,MOVE_PROTECT
DARUMAKA_GALAR,MOVE_REST
DARUMAKA_GALAR,MOVE_ROCK_SLIDE
DARUMAKA_GALAR,MOVE_ROCK_TOMB
DARUMAKA_GALAR,MOVE_ROUND
DARUMAKA_GALAR,MOVE_SLEEP_TALK
DARUMAKA_GALAR,MOVE_SNORE
DARUMAKA_GALAR,MOVE_SOLAR_BEAM
DARUMAKA_GALAR,MOVE_SUBSTITUTE
DARUMAKA_GALAR,MOVE_SUNNY_DAY
DARUMAKA_GALAR,MOVE_SUPERPOWER
DARUMAKA_GALAR,MOVE_TACKLE
DARUMAKA_GALAR,MOVE_TAKE_DOWN
DARUMAKA_GALAR,MOVE_TAUNT
DARUMAKA_GALAR,MOVE_THIEF
DARUMAKA_GALAR,MOVE_THRASH
DARUMAKA_GALAR,MOVE_UPROAR
DARUMAKA_GALAR,MOVE_U_TURN
DARUMAKA_GALAR,MOVE_WILL_O_WISP
DARUMAKA_GALAR,MOVE_WORK_UP
DARUMAKA_GALAR,MOVE_YAWN
DARUMAKA_GALAR,MOVE_ZEN_HEADBUTT
CUBCHOO,MOVE_AERIAL_ACE
CUBCHOO,MOVE_ASSURANCE
CUBCHOO,MOVE_ATTRACT
CUBCHOO,MOVE_AVALANCHE
CUBCHOO,MOVE_BIDE
CUBCHOO,MOVE_BLIZZARD
CUBCHOO,MOVE_BODY_PRESS
CUBCHOO,MOVE_BODY_SLAM
CUBCHOO,MOVE_BRINE
CUBCHOO,MOVE_BULLDOZE
CUBCHOO,MOVE_CHARM
CUBCHOO,MOVE_CHILLING_WATER
CUBCHOO,MOVE_CONFIDE
CUBCHOO,MOVE_COVET
CUBCHOO,MOVE_CRUNCH
CUBCHOO,MOVE_CUT
CUBCHOO,MOVE_DIG
CUBCHOO,MOVE_DOUBLE_TEAM
CUBCHOO,MOVE_ECHOED_VOICE
CUBCHOO,MOVE_ENCORE
CUBCHOO,MOVE_ENDEAVOR
CUBCHOO,MOVE_ENDURE
CUBCHOO,MOVE_FACADE
CUBCHOO,MOVE_FLAIL
CUBCHOO,MOVE_FLING
CUBCHOO,MOVE_FOCUS_PUNCH
CUBCHOO,MOVE_FROST_BREATH
CUBCHOO,MOVE_FRUSTRATION
CUBCHOO,MOVE_FURY_SWIPES
CUBCHOO,MOVE_GRASS_KNOT
CUBCHOO,MOVE_GROWL
CUBCHOO,MOVE_HAIL
CUBCHOO,MOVE_HEAVY_SLAM
CUBCHOO,MOVE_HIDDEN_POWER
CUBCHOO,MOVE_HONE_CLAWS
CUBCHOO,MOVE_ICE_BEAM
